"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_basement","yr_built","sqft_living15","sqft_lot15","seattle","renovated"
"7751",550000,2,1,1270,43560,1,"0",0,4,5,0,1908,1870,6960,FALSE,"0"
"7752",250000,3,1.5,1072,4339,2,"0",0,3,7,0,2009,1443,4341,FALSE,"0"
"7753",128000,2,1,980,5393,1,"0",0,3,6,0,1969,980,5200,FALSE,"0"
"7754",349000,3,1.75,1790,50529,1,"0",0,5,7,700,1965,1940,50529,FALSE,"0"
"7755",250000,6,2.5,2590,10890,1,"0",0,4,7,1250,1970,2474,10454,FALSE,"0"
"7756",329000,4,2.5,2650,5880,2,"0",0,3,9,0,2005,2610,6490,FALSE,"0"
"7757",295000,2,1,820,288367,1,"0",0,3,6,0,1930,1580,8154,FALSE,"1"
"7758",373000,5,2.5,3001,5710,2,"0",0,3,8,0,2006,2340,5980,FALSE,"0"
"7759",307000,3,1.75,1890,13860,1,"0",0,5,7,0,1966,1500,14536,FALSE,"0"
"7760",237950,2,1.75,1460,7926,1,"0",0,4,7,0,1987,1680,8206,FALSE,"0"
"7761",165000,3,2.5,1660,2415,2,"0",0,3,7,0,1983,1740,2624,FALSE,"0"
"7762",316475,4,2.5,1740,4642,2,"0",0,3,7,0,2012,1950,4642,FALSE,"0"
"7763",324950,4,2.5,2110,4178,2,"0",0,3,7,0,2013,2300,4142,FALSE,"0"
"7764",390000,3,2.5,1930,64904,1,"0",0,4,8,0,1988,2350,57500,FALSE,"0"
"7765",344200,4,2.5,2490,5812,2,"0",0,3,8,0,2000,2690,6012,FALSE,"0"
"7766",4e+05,4,2.5,3140,12792,2,"0",0,4,9,0,1977,2510,12792,FALSE,"0"
"7767",249000,3,2,1360,6082,1,"0",0,3,7,0,1994,1360,6987,FALSE,"0"
"7768",273000,4,1.5,2180,22870,1,"0",0,4,6,900,1954,2420,22614,FALSE,"1"
"7769",290000,3,2.5,2080,4828,2,"0",0,3,8,0,2002,2190,4620,FALSE,"0"
"7770",232000,3,1,840,6540,1,"0",0,3,6,0,1970,1010,6600,FALSE,"1"
"7771",370000,4,2.5,2650,5706,2,"0",0,3,9,0,2005,2760,5749,FALSE,"0"
"7772",390000,3,1.75,2160,98445,2,"0",0,3,8,0,1978,2004,44431,FALSE,"0"
"7773",347500,3,1,1830,12036,1,"0",0,3,7,280,1977,1810,12036,FALSE,"0"
"7774",179900,3,1,1010,9920,1,"0",0,3,6,0,1977,1270,9680,FALSE,"0"
"7775",223000,3,2,1670,6824,1,"0",0,3,7,370,1990,1660,7586,FALSE,"0"
"7776",169950,3,1,1180,9832,1,"0",0,3,7,0,1970,1220,9894,FALSE,"0"
"7777",290000,3,2.25,1610,3764,2,"0",0,3,7,0,2012,1610,3825,FALSE,"0"
"7778",179950,3,1,920,4875,1,"0",0,5,6,0,1969,960,5200,FALSE,"0"
"7779",455000,3,2.75,2720,31314,3,"0",2,3,8,0,1986,2290,15188,FALSE,"0"
"7780",219900,4,1.5,1120,5427,1,"0",0,3,6,0,1969,1150,5304,FALSE,"1"
"7781",279900,3,2,1410,6600,1,"0",0,4,7,0,1990,1750,7150,FALSE,"0"
"7782",208000,3,2,1250,7995,1,"0",0,4,7,0,1980,1540,7650,FALSE,"0"
"7783",445000,4,2.5,2280,42077,2,"0",0,3,8,0,1994,2280,36236,FALSE,"0"
"7784",254000,3,2.5,1850,4597,2,"0",0,3,8,0,2003,2210,5000,FALSE,"0"
"7785",350000,3,2.5,2440,18674,2,"0",0,4,8,0,1994,2530,10603,FALSE,"0"
"7786",350000,4,2.5,2260,13755,1,"0",0,4,9,0,1975,2650,13650,FALSE,"0"
"7787",214000,3,1.5,1240,5200,1,"0",0,5,6,0,1970,1060,5200,FALSE,"0"
"7788",215000,3,1,1190,7500,1,"0",0,5,7,0,1968,1200,9750,FALSE,"0"
"7789",235000,3,1,1250,7592,1,"0",0,5,7,0,1961,1250,7592,FALSE,"0"
"7790",353000,3,2,1210,14499,1,"0",0,3,7,0,1984,1570,15360,FALSE,"0"
"7791",452500,3,2.5,2430,88426,1,"0",0,4,7,860,1985,1560,56827,FALSE,"0"
"7792",594491,4,2.5,2990,6037,2,"0",0,3,9,0,2013,2990,5992,FALSE,"0"
"7793",355000,3,1.75,2370,9750,1,"0",0,4,7,1090,1979,1230,9775,FALSE,"0"
"7794",750000,3,2.75,3010,206910,2,"0",2,3,10,0,2001,1580,120675,FALSE,"0"
"7795",427874,3,3,2340,5002,2,"0",0,3,8,0,2013,2790,5375,FALSE,"0"
"7796",718000,3,1.75,4060,136290,1,"0",0,3,8,1250,1995,1300,51836,FALSE,"0"
"7797",375000,3,2,1670,13775,1,"0",0,3,8,0,1968,2130,14500,FALSE,"0"
"7798",295000,2,1,1170,10621,1,"0",0,3,7,0,1963,1340,9832,FALSE,"0"
"7799",620000,4,2.5,2980,210395,2,"0",0,3,9,0,2001,2530,45596,FALSE,"0"
"7800",390000,4,2.75,1790,47250,1,"0",0,3,7,570,1987,1250,43791,FALSE,"0"
"7801",320000,3,2,1110,10500,1,"0",0,5,7,0,1978,1230,10395,FALSE,"0"
"7802",446250,3,2.5,2380,214315,1.5,"0",0,3,9,0,2000,2400,68824,FALSE,"0"
"7803",379000,3,2.5,1740,30886,2,"0",0,3,8,0,1992,1740,39133,FALSE,"0"
"7804",305000,3,1.75,1660,11500,1,"0",0,3,7,530,1979,1250,11000,FALSE,"0"
"7805",535000,3,3,2640,5978,2,"0",0,3,9,0,2012,2680,6060,FALSE,"0"
"7806",429000,3,2.5,1920,15124,2,"0",0,3,8,0,1995,1920,16477,FALSE,"0"
"7807",524500,3,1.5,3430,264844,1,"0",2,3,7,1200,1988,1660,145926,FALSE,"0"
"7808",338000,5,2,1860,9000,2,"0",0,3,7,0,1980,1390,9752,FALSE,"0"
"7809",299000,3,1,1200,15843,1,"0",2,3,7,0,1955,1410,15843,FALSE,"0"
"7810",471000,4,2.5,2330,9928,2,"0",0,3,8,0,1998,2430,8175,FALSE,"0"
"7811",465000,3,2,1840,40438,2,"0",0,3,7,0,1994,1380,44049,FALSE,"0"
"7812",251000,3,1.75,1220,7250,1,"0",0,3,7,0,1962,1700,15251,FALSE,"0"
"7813",496000,3,1.5,2520,37616,1,"0",0,3,8,0,1955,1470,33750,FALSE,"0"
"7814",427000,3,2.5,1830,65340,1,"0",0,3,8,310,1991,2100,84942,FALSE,"0"
"7815",484259,4,2.75,2790,5000,2,"0",0,3,8,0,2014,2620,5527,FALSE,"0"
"7816",437000,3,2.5,1750,22357,2,"0",0,3,8,0,1994,2430,22357,FALSE,"0"
"7817",455000,3,1.75,1180,14292,1,"0",0,3,7,0,1981,1480,14400,FALSE,"0"
"7818",271900,3,1.75,1890,11875,1,"0",0,3,7,660,1979,1580,10920,FALSE,"0"
"7819",319900,3,1.5,1140,20383,1,"0",0,3,7,300,1985,1200,15625,FALSE,"0"
"7820",490000,3,2.5,2040,9622,2,"0",0,3,8,0,1995,2390,9868,FALSE,"0"
"7821",454000,3,2.5,2530,43733,2,"0",0,3,8,1000,1991,1730,43548,FALSE,"0"
"7822",480000,4,2.5,2180,9861,2,"0",2,3,8,0,1997,2390,9761,FALSE,"0"
"7823",280000,3,2.25,1360,9600,2,"0",0,3,7,0,1992,1200,10400,FALSE,"0"
"7824",445000,3,2.25,1190,13630,1,"0",0,3,7,0,1984,1630,14405,FALSE,"0"
"7825",273000,3,1.75,1540,10545,2,"0",0,4,6,0,1978,1540,10000,FALSE,"0"
"7826",417000,3,2.25,1840,11403,2,"0",0,3,8,0,1993,2150,11403,FALSE,"0"
"7827",495000,3,2.5,1780,47480,2,"0",0,3,7,0,1995,1890,51836,FALSE,"0"
"7828",299500,4,2.25,1600,15312,1,"0",0,4,7,520,1979,1620,12375,FALSE,"0"
"7829",350000,3,1.75,1250,13775,1,"0",2,3,7,0,1990,1260,13707,FALSE,"0"
"7830",592000,3,2.5,2400,81892,2,"0",0,3,8,0,1985,1370,37270,FALSE,"0"
"7831",234000,3,1.5,1140,10300,1.5,"0",0,4,6,0,1967,1250,9975,FALSE,"0"
"7832",275000,2,1,900,57063,1,"0",0,4,6,0,1938,1440,268765,FALSE,"0"
"7833",595000,3,2.5,3370,14402,2,"0",2,3,9,0,2004,3330,9691,FALSE,"0"
"7834",345000,3,2.25,2020,9000,2,"0",0,3,7,0,1979,1460,9680,FALSE,"0"
"7835",280000,2,1,1010,3000,1,"0",0,4,7,0,1925,1150,7000,FALSE,"0"
"7836",499990,4,2.75,2910,6334,2,"0",0,3,8,0,2013,2790,6352,FALSE,"0"
"7837",415900,3,2.5,1670,22703,1,"0",0,3,7,360,1988,1510,16817,FALSE,"0"
"7838",665000,5,2.25,3320,60984,2,"0",0,3,9,0,2000,1580,55322,FALSE,"0"
"7839",255000,3,2,930,11475,1,"0",0,3,7,0,1978,1280,11250,FALSE,"0"
"7840",425000,3,1.75,1510,44000,1,"0",0,3,7,270,1989,2290,36242,FALSE,"0"
"7841",290000,3,1.75,1710,10950,1,"0",0,3,7,650,1967,1180,10950,FALSE,"0"
"7842",325000,3,2.25,2450,49658,1,"0",0,3,7,680,1978,1340,121097,FALSE,"0"
"7843",450000,4,2.25,2120,8267,2,"0",0,3,8,0,1996,2150,7746,FALSE,"0"
"7844",432900,3,2.5,2210,9226,2,"0",0,3,8,0,1998,2430,8902,FALSE,"0"
"7845",450000,4,2.5,2300,19250,1,"0",0,4,7,0,1955,1460,19250,FALSE,"0"
"7846",288000,3,1.75,1660,10440,1,"0",0,3,7,620,1978,1240,10380,FALSE,"0"
"7847",494000,4,2.25,1790,42000,1,"0",0,3,7,620,1983,2060,50094,FALSE,"0"
"7848",410000,4,2.5,1900,15123,2,"0",0,3,8,0,1995,1900,16477,FALSE,"0"
"7849",440000,3,2,1790,32379,1,"0",0,3,7,0,2007,2290,43560,FALSE,"0"
"7850",560000,3,2.5,2780,32880,1,"0",0,3,9,0,1993,2780,40091,FALSE,"0"
"7851",459990,3,2.5,2680,5539,2,"0",0,3,8,0,2013,2990,6037,FALSE,"0"
"7852",269900,3,1.75,1140,22267,1,"0",0,3,7,0,1986,1150,15625,FALSE,"0"
"7853",239900,2,1,910,9000,1,"0",0,4,6,0,1983,1410,9440,FALSE,"0"
"7854",312620,3,2.5,1260,11877,1,"0",0,3,7,0,1975,1430,9790,FALSE,"0"
"7855",259000,4,1.75,1580,8856,2,"0",0,3,7,0,1979,1390,9490,FALSE,"0"
"7856",445000,3,2.5,2250,9608,2,"0",0,3,8,0,1994,2020,9834,FALSE,"0"
"7857",654000,3,2.5,3240,60840,2,"0",0,3,7,0,1997,2570,204732,FALSE,"0"
"7858",850000,3,2,2740,101930,1,"0",2,3,9,0,1999,2140,83635,FALSE,"0"
"7859",590000,4,2.5,2660,35010,2,"0",2,3,9,0,1993,2330,35448,FALSE,"0"
"7860",399500,3,1.75,2420,12676,2,"0",0,3,7,0,1911,1210,6769,FALSE,"1"
"7861",545000,4,2.5,2500,50595,2,"0",0,3,9,0,1997,2765,33720,FALSE,"0"
"7862",280000,3,2.5,1370,22326,2,"0",0,3,7,0,1993,1580,10920,FALSE,"0"
"7863",594950,5,2.5,3280,6553,2,"0",0,3,9,0,2012,3360,7242,FALSE,"0"
"7864",452000,5,1.75,1830,47916,1.5,"0",0,3,6,0,1948,2010,13135,FALSE,"0"
"7865",440000,3,2.5,2040,7605,2,"0",0,3,8,0,1996,2150,7545,FALSE,"0"
"7866",315000,3,2,1660,11135,1,"0",0,3,8,0,1971,1660,11560,FALSE,"0"
"7867",315000,3,1,1170,62290,2,"0",0,3,5,0,1986,1810,42173,FALSE,"0"
"7868",439990,3,2.5,2340,5171,2,"0",0,3,8,0,2013,2790,5684,FALSE,"0"
"7869",1075000,3,3,4020,435600,1.5,"0",2,3,10,0,1999,2590,283140,FALSE,"0"
"7870",370000,3,1.75,1570,16817,2,"0",0,3,7,0,1982,1600,16817,FALSE,"0"
"7871",335000,3,1.5,1140,15890,1,"0",0,3,7,300,1985,1200,15247,FALSE,"0"
"7872",390000,3,2,1930,12443,1,"0",0,3,7,0,1969,1400,12183,FALSE,"0"
"7873",504058,4,2.75,2910,7467,2,"0",0,3,8,0,2013,2790,7868,FALSE,"0"
"7874",447500,3,2.5,2320,15024,2,"0",0,3,8,0,1990,2300,15145,FALSE,"0"
"7875",502000,4,2.5,2680,5539,2,"0",0,3,8,0,2013,2680,5992,FALSE,"0"
"7876",515055,4,2.5,2400,8320,2,"0",0,3,8,0,1999,2430,9258,FALSE,"0"
"7877",255000,2,1,960,20954,1,"0",0,3,7,0,1977,1240,9752,FALSE,"0"
"7878",745000,3,2.5,2810,435600,2,"0",0,3,9,0,1995,2380,92007,FALSE,"0"
"7879",345000,3,1.5,1390,13860,2,"0",0,3,7,0,1979,1390,11860,FALSE,"0"
"7880",320000,3,1,1260,9600,1,"0",0,3,7,0,1970,1530,9790,FALSE,"1"
"7881",688000,4,3,3400,292723,2,"0",0,3,10,0,1998,1760,69696,FALSE,"0"
"7882",324000,3,2,1540,10931,1,"0",3,3,7,0,1989,1570,10485,FALSE,"0"
"7883",350000,3,1,1300,10236,1,"0",0,4,6,0,1971,1380,11325,FALSE,"0"
"7884",320000,3,2,1550,34175,1.5,"0",0,3,7,0,1999,2300,35174,FALSE,"0"
"7885",533380,4,2.75,2790,6685,2,"0",0,3,8,0,2014,2790,6444,FALSE,"0"
"7886",309950,3,1.5,1200,15606,1,"0",0,3,7,0,1985,1210,15606,FALSE,"0"
"7887",485000,4,2.5,2400,10364,2,"0",0,3,8,0,1995,2390,9918,FALSE,"0"
"7888",676000,3,2.25,2680,41804,1,"0",0,3,9,0,1989,2680,40866,FALSE,"0"
"7889",189000,3,2,1460,11481,1,"0",0,2,7,290,1995,1540,9680,FALSE,"0"
"7890",475000,4,2.75,2620,6178,2,"0",0,3,8,0,2013,2790,6538,FALSE,"0"
"7891",280000,3,1,1330,20562,1.5,"0",0,3,5,0,1959,1350,20562,FALSE,"0"
"7892",499431,4,2.75,2620,6019,2,"0",0,3,8,0,2013,2790,6716,FALSE,"0"
"7893",724950,4,3.5,3010,174240,2,"0",0,3,9,0,2004,2720,247856,FALSE,"0"
"7894",665000,3,2,1740,41275,1,"0",0,3,8,0,1974,2630,41275,FALSE,"1"
"7895",280000,3,2.5,1270,9675,2,"0",0,3,8,0,1993,1270,11700,FALSE,"0"
"7896",397000,4,2.5,2320,11717,2,"0",0,3,8,0,1997,2320,9714,FALSE,"0"
"7897",556000,3,2.5,2750,35440,2,"0",0,3,9,0,1994,2710,35440,FALSE,"0"
"7898",290000,3,1,1010,10800,1,"0",0,4,7,0,1972,1370,9500,FALSE,"0"
"7899",585000,3,2.5,2330,33750,2,"0",0,3,9,0,1983,2270,35000,FALSE,"1"
"7900",193500,2,1,950,15996,1,"0",0,4,7,0,1946,950,25510,FALSE,"1"
"7901",6e+05,4,2.5,2710,35009,2,"0",2,3,9,0,1992,2330,35040,FALSE,"0"
"7902",1042000,4,4.5,4920,270236,2,"0",3,3,10,1100,2006,4920,260924,FALSE,"0"
"7903",470000,3,2.5,1980,9725,2,"0",0,3,8,0,1994,2070,9834,FALSE,"0"
"7904",492000,4,3.75,2810,10840,2,"0",2,4,8,740,1994,2370,11248,FALSE,"0"
"7905",760000,4,2.75,3980,285318,2,"0",2,3,9,0,2006,2100,105415,FALSE,"0"
"7906",240000,2,1,1120,45302,1,"0",2,4,5,0,1932,2150,101930,FALSE,"0"
"7907",310000,3,2,1350,11150,1,"0",0,3,7,240,1995,1290,10043,FALSE,"0"
"7908",472000,3,2.5,3800,104979,2,"0",0,3,8,590,2005,2040,109771,FALSE,"0"
"7909",275000,3,2.5,1480,15639,2,"0",0,3,8,0,1987,1480,16454,FALSE,"0"
"7910",340000,3,2,1410,10015,1,"0",3,3,6,0,1993,1570,10485,FALSE,"0"
"7911",391500,3,2.5,1920,9625,2,"0",0,3,8,0,1993,1920,10343,FALSE,"0"
"7912",449990,4,2.5,2680,5539,2,"0",0,3,8,0,2013,2680,5992,FALSE,"0"
"7913",178500,3,1.75,1120,10450,1,"0",0,3,7,0,1973,1250,10414,FALSE,"0"
"7914",290000,3,2,1810,11456,1,"0",0,3,7,0,1970,1360,12931,FALSE,"0"
"7915",270000,3,1.75,1390,9000,1,"0",0,4,7,0,1978,1400,9697,FALSE,"0"
"7916",240000,3,1.5,1360,9760,1.5,"0",0,5,7,0,1984,1310,11456,FALSE,"0"
"7917",356000,4,2,2020,48693,1.5,"0",0,3,7,0,1949,1610,34900,FALSE,"0"
"7918",299500,3,1,1380,10875,1,"0",0,3,7,0,1977,1040,10875,FALSE,"0"
"7919",598000,4,2.5,3130,40918,2,"0",0,3,9,0,1994,2760,35440,FALSE,"0"
"7920",598992,5,3.5,3440,6037,2,"0",0,3,9,0,2014,3270,6037,FALSE,"0"
"7921",280000,3,1.75,1630,11800,1,"0",0,4,7,0,1971,2090,57428,FALSE,"0"
"7922",390000,3,1.75,1430,9857,1,"0",2,4,7,290,1980,1310,9880,FALSE,"0"
"7923",383000,3,2.25,2090,15000,1,"0",0,3,7,0,1961,1690,14400,FALSE,"0"
"7924",315000,3,2.25,1540,17424,2,"0",0,3,7,0,1992,1560,11439,FALSE,"0"
"7925",286000,2,1,780,3475,1,"0",0,4,5,0,1930,1210,6769,FALSE,"0"
"7926",696000,4,3.5,3650,38546,2,"0",0,3,9,1100,1996,2860,34284,FALSE,"0"
"7927",378000,4,2.5,1890,12236,1,"0",0,3,7,660,1978,1390,11360,FALSE,"0"
"7928",456000,3,2.5,2130,5205,2,"0",0,3,8,0,2013,2250,5462,FALSE,"0"
"7929",380000,3,1.75,1300,12378,1,"0",0,4,6,0,1943,1300,11596,FALSE,"0"
"7930",525000,3,2.75,2100,10362,2,"0",0,3,9,590,1998,2240,11842,FALSE,"0"
"7931",240000,3,1,1600,12566,1,"0",0,4,7,0,1971,1600,10650,FALSE,"0"
"7932",275000,3,1.5,1180,10277,1,"0",0,3,6,0,1983,1680,11104,FALSE,"0"
"7933",330000,3,1.75,1510,15744,1,"0",0,3,7,0,1985,1470,15744,FALSE,"0"
"7934",316000,1,2,1780,188465,2,"0",0,3,10,0,2001,1780,21094,FALSE,"0"
"7935",433200,3,2.5,2075,16200,2,"0",0,3,8,0,2002,2300,32379,FALSE,"0"
"7936",309212,3,1.75,1150,9600,1,"0",0,3,7,0,1979,1520,9976,FALSE,"0"
"7937",322000,3,1.75,1510,8400,1,"0",0,2,7,530,1979,1500,10125,FALSE,"0"
"7938",340000,3,2,1140,11620,1,"0",0,3,7,0,1994,1140,8400,FALSE,"0"
"7939",345000,3,2.25,1690,14615,2,"0",0,4,7,0,1979,1390,11360,FALSE,"0"
"7940",472000,3,2,2770,89298,2,"0",0,3,9,0,2004,2040,109771,FALSE,"0"
"7941",775000,4,3.5,3970,210830,2,"0",0,3,9,0,2000,1680,42665,FALSE,"0"
"7942",450000,3,2,1680,11250,1,"0",0,4,8,0,1967,1760,12160,FALSE,"0"
"7943",535365,4,2.75,2790,6969,2,"0",0,3,8,0,2012,2620,6307,FALSE,"0"
"7944",280000,3,1,1370,11050,1,"0",0,3,7,0,1981,1520,10000,FALSE,"0"
"7945",290000,3,1.75,1390,13200,2,"0",0,3,7,0,1979,1430,10725,FALSE,"0"
"7946",488000,3,1.75,2180,14734,2,"0",0,3,9,0,1990,2300,21618,FALSE,"0"
"7947",308000,3,1.75,1630,11475,1,"0",0,4,7,300,1979,1630,11475,FALSE,"0"
"7948",545000,3,2.25,1780,191228,2,"0",2,3,8,0,1988,2440,87120,FALSE,"0"
"7949",329000,3,1.75,1230,10725,1,"0",0,3,7,0,1980,1250,10170,FALSE,"0"
"7950",533112,4,2.75,2790,8853,2,"0",0,3,8,0,2013,2790,8092,FALSE,"0"
"7951",445000,3,2.5,2210,8010,2,"0",0,3,8,0,1998,2430,9600,FALSE,"0"
"7952",920000,4,3.75,4030,503989,2,"0",0,3,10,0,2008,2110,71874,FALSE,"0"
"7953",590000,3,2.25,2680,41250,2,"0",0,3,7,0,1984,1940,47044,FALSE,"0"
"7954",220650,2,1.75,1460,10500,1,"0",0,3,7,0,1980,1340,9600,FALSE,"0"
"7955",278000,3,1,1230,9440,1,"0",0,3,7,0,1978,1230,10296,FALSE,"0"
"7956",255000,3,1,1230,10170,1,"0",0,3,7,0,1979,1380,10098,FALSE,"0"
"7957",325000,3,2.5,1870,9825,1,"0",0,4,7,620,1994,1380,11475,FALSE,"0"
"7958",286300,2,1,1000,31838,1,"0",0,3,7,0,1962,1490,39747,FALSE,"0"
"7959",535000,4,2.75,2710,45963,2,"0",0,3,9,0,1995,2710,33955,FALSE,"0"
"7960",392000,3,1.5,1500,11975,1,"0",0,4,7,0,1970,1510,13875,FALSE,"0"
"7961",476500,4,2.5,2250,50155,2,"0",0,3,8,0,1998,2040,57857,FALSE,"0"
"7962",332000,3,1.75,1340,13115,1,"0",0,3,7,0,1978,1370,10800,FALSE,"0"
"7963",195000,3,1.75,1510,8400,1,"0",0,2,7,530,1979,1500,10125,FALSE,"0"
"7964",303000,2,1,1020,9200,1,"0",0,3,7,0,1978,1520,9600,FALSE,"0"
"7965",372000,4,1.75,1960,9300,1,"0",0,5,7,620,1979,1500,9752,FALSE,"0"
"7966",313500,5,3,2240,94960,1,"0",0,3,6,0,1985,1780,43400,FALSE,"0"
"7967",308550,3,2,1600,13200,1,"0",0,3,7,0,1990,1360,11520,FALSE,"0"
"7968",950000,3,2.5,2780,275033,1,"0",0,3,10,0,2006,1680,16340,FALSE,"0"
"7969",855000,4,3.5,4030,1024068,2,"0",0,3,10,0,2006,1830,11700,FALSE,"0"
"7970",437500,3,2.5,2320,36847,2,"0",2,3,9,0,1992,2550,35065,FALSE,"0"
"7971",1488000,5,6,6880,279968,2,"0",3,3,12,2810,2007,4690,256803,FALSE,"0"
"7972",439000,2,1.75,1620,113862,1.5,"0",0,3,7,0,1995,1560,54806,FALSE,"0"
"7973",307000,3,1,1150,6000,1.5,"0",0,3,7,0,1927,1210,7700,FALSE,"0"
"7974",280000,3,1.5,1370,11400,2,"0",0,3,7,0,1980,1390,9600,FALSE,"0"
"7975",175000,3,1,1250,9775,1,"0",0,3,7,0,1971,1390,9650,FALSE,"0"
"7976",415000,3,2.25,1510,36224,2,"0",0,3,8,0,1991,1730,36224,FALSE,"0"
"7977",499990,4,2.75,2620,7001,2,"0",0,3,8,0,2012,2620,6543,FALSE,"0"
"7978",295000,4,2,980,10640,1,"0",0,5,7,0,1978,1230,9750,FALSE,"0"
"7979",845000,4,2.75,4070,115434,2,"0",0,3,9,0,2002,2970,95832,FALSE,"0"
"7980",271000,4,1.5,1800,9576,1,"0",0,4,7,0,1977,1370,9576,FALSE,"0"
"7981",505657,4,2.75,2790,8092,2,"0",0,3,8,0,2013,2790,6154,FALSE,"0"
"7982",280000,1,0,600,24501,1,"0",0,2,3,0,1950,990,22549,FALSE,"0"
"7983",230000,2,0.75,890,19703,1,"0",0,3,6,0,1934,1270,9800,FALSE,"0"
"7984",245000,3,1,1020,8625,1,"0",0,3,7,0,1978,1290,9440,FALSE,"0"
"7985",390000,3,1.75,1850,15170,1,"0",0,3,7,0,1965,1160,14175,FALSE,"0"
"7986",369950,3,1,2430,10720,1,"0",0,3,7,0,1977,1660,11560,FALSE,"0"
"7987",242000,3,1,970,9600,1,"0",0,3,7,0,1972,1110,9600,FALSE,"0"
"7988",447000,4,2.5,2660,8027,2,"0",0,3,8,0,1997,2480,8095,FALSE,"0"
"7989",372500,3,1.75,1550,12956,1,"0",0,3,7,340,1988,1630,15360,FALSE,"0"
"7990",276900,2,1,1350,10096,1,"0",2,4,7,0,1952,1280,10095,FALSE,"0"
"7991",435000,3,2.5,1730,46638,2,"0",0,3,8,0,1991,1750,35508,FALSE,"0"
"7992",440000,3,2.25,1680,57063,2,"0",0,4,8,0,1989,1910,57063,FALSE,"0"
"7993",471000,4,2.5,3030,9687,2,"0",0,3,8,1010,1998,2050,10193,FALSE,"0"
"7994",8e+05,4,2.75,4600,322188,1,"0",4,3,10,2200,1989,3740,114562,FALSE,"0"
"7995",1057000,2,1.5,2370,184231,2,"0",0,3,11,0,2005,3860,151081,FALSE,"0"
"7996",287000,3,1.5,1150,11475,1,"0",0,3,7,0,1971,1640,11475,FALSE,"0"
"7997",830000,3,3.5,3820,145054,2,"0",3,3,9,950,1999,2500,95950,FALSE,"0"
"7998",533300,4,2.5,2770,21806,2,"0",0,3,9,0,1991,2500,21656,FALSE,"0"
"7999",299500,3,1,1190,9600,1,"0",0,3,7,0,1981,1360,10140,FALSE,"0"
"8000",470000,4,2.5,2520,9684,2,"0",0,3,8,0,1994,2090,10133,FALSE,"0"
"8001",255000,3,1,1250,10094,1,"0",0,4,6,0,1927,1300,10094,FALSE,"0"
"8002",480000,4,3.5,3370,435600,2,"0",3,3,9,0,2005,2790,114868,FALSE,"0"
"8003",483453,4,2.75,2790,5527,2,"0",0,3,8,0,2014,2620,5509,FALSE,"0"
"8004",458000,3,1.5,1570,12196,1,"0",0,4,7,0,1972,1740,12196,FALSE,"0"
"8005",350000,3,1.75,1360,18123,1,"0",0,3,8,0,1983,1570,16817,FALSE,"0"
"8006",1950000,4,3.25,7420,167869,2,"0",3,3,12,0,2002,5610,169549,FALSE,"0"
"8007",365000,4,1,1520,80150,1,"0",0,2,5,0,1948,1740,84506,FALSE,"0"
"8008",485000,4,2.75,2790,7803,2,"0",0,3,8,0,2013,2620,6178,FALSE,"0"
"8009",349900,2,1.75,1550,9230,1,"0",0,3,6,580,1969,1550,10856,FALSE,"0"
"8010",304950,3,1.75,1350,9000,1,"0",0,3,7,0,1987,1370,9500,FALSE,"0"
"8011",989990,4,3.5,3830,7150,2,"0",0,3,9,0,2014,3640,6055,FALSE,"0"
"8012",460000,3,2,1760,9055,2,"0",0,4,7,0,1985,2010,9383,FALSE,"0"
"8013",923990,4,2.5,3600,6055,2,"0",0,3,9,0,2014,3590,6050,FALSE,"0"
"8014",542500,3,2.5,2040,10086,2,"0",0,3,8,0,1987,1940,10272,FALSE,"0"
"8015",605000,3,2.25,2080,12134,1,"0",0,4,8,550,1973,2320,12400,FALSE,"0"
"8016",760000,4,2.5,2920,7901,2,"0",0,3,9,0,2004,3020,7900,FALSE,"0"
"8017",379950,3,2,1080,5077,1,"0",0,3,7,0,1985,1070,3471,FALSE,"0"
"8018",750000,4,2.75,2810,5497,2,"0",0,3,9,0,2011,2990,5842,FALSE,"0"
"8019",455000,3,1.75,1270,7700,1,"0",0,4,7,0,1968,1510,7700,FALSE,"0"
"8020",406500,2,1.75,1510,5319,2,"0",0,4,8,0,1978,1740,6160,FALSE,"0"
"8021",870000,4,2,3090,41147,1,"0",0,3,7,0,1990,3300,34280,FALSE,"0"
"8022",5e+05,4,2.5,1940,7607,2,"0",0,3,8,0,1995,2250,7600,FALSE,"0"
"8023",460000,3,2,1600,7350,1,"0",0,4,7,0,1979,1600,7200,FALSE,"0"
"8024",495000,3,2,1460,9759,1,"0",0,5,7,0,1972,1620,8421,FALSE,"0"
"8025",799990,4,2.75,3110,6050,2,"0",0,3,9,0,2014,3590,6054,FALSE,"0"
"8026",750000,4,2.5,2680,4548,2,"0",0,3,8,0,2009,2750,4548,FALSE,"0"
"8027",721000,3,2.25,2040,18360,2,"0",0,4,8,0,1983,2590,21315,FALSE,"0"
"8028",690000,4,3.75,3210,7054,2,"0",0,4,8,0,1985,2350,8020,FALSE,"0"
"8029",670000,4,2.75,3020,13530,1,"0",0,4,8,1480,1977,2230,11896,FALSE,"0"
"8030",1320000,3,1.75,2040,42693,1,"0",2,3,10,0,1980,2640,11957,FALSE,"0"
"8031",407000,2,2.5,1700,6635,2,"0",0,4,8,0,1976,1700,6635,FALSE,"0"
